start,end,distance
2578046899,1553523753,14.313
2593487342,1553457230,15.637
2593487342,7720463872,16.37
2593487343,7720463872,14.915
2593487343,1553457200,31.461
2600512298,4973553173,57.284
2600512298,1151731165,43.543
2600512298,4421593060,40.982
2600512299,1151731439,53.904
2600512299,1151731680,67.678
2600512299,4421593060,38.89
2600512300,3229329963,8.977
2600512300,2600512306,56.015
2600512301,6333873696,2.362
2600512301,1307159277,22.282
2600512303,6333873698,10.044
2600512303,1151731322,151.855
2600512303,3485300283,44.991
2600512306,2600512300,56.015
2600512306,2600512310,22.467
2600512310,2600512306,22.467
2600512310,2600512315,30.693
2600512315,2600512310,30.693
2600512315,2600512316,15.612
2600512316,2600512315,15.612
2600512316,2600512317,19.618
2600512316,313164160,88.657
2600512316,6333873695,25.94
2600512317,2600512316,19.618
2600512317,2600512318,16.266
2600512318,2600512317,16.266
2600512318,2600512322,16.886
2600512320,4421594530,99.578
2600512320,313164160,30.309
2600512320,2600512321,32.886
2600512321,2600512320,32.886
2600512321,2600512327,26.188
2600512322,2600512318,16.886
2600512322,2600512329,15.851
2600512323,6333865579,65.355
2600512323,321706398,22.82
2600512323,2600512325,13.931
2600512324,2600512328,15.979
2600512324,2600512325,20.905
2600512325,2600512324,20.905
2600512325,2600512323,13.931
2600512327,2600512321,26.188
2600512327,2600512333,17.818
2600512328,2600512334,13.036
2600512328,2600512324,15.979
2600512329,2600512333,26.93
2600512329,2600512330,20.784
2600512329,2600512322,15.851
2600512330,2600512329,20.784
2600512330,2600512335,20.83
2600512333,4421616610,49.591
2600512333,2600512329,26.93
2600512333,2600512327,17.818
2600512334,2600512335,16.687
2600512334,2600512328,13.036
2600512335,2600512330,20.83
2600512335,2600512334,16.687
2600512340,4421616611,3.702
2600512340,4421616610,24.878
2600512341,4421616614,3.33
2600512341,4421616613,4.075
2600512342,4421616617,6.216
2600512342,4421616616,3.935
2600512343,2600512345,18.057
2600512343,4421616619,8.247
2600512345,4421616620,4.09
2600512345,2600512343,18.057
2604132840,1512806467,25
2606023503,2905602261,85.921
2606023505,26069822,55.067
2606055790,311783991,11.461
2606055790,2009106704,79.687
2606055790,3012148589,6.174
2606055796,3012148589,49.006
2606055796,6485157137,9.915
2607494541,331638829,10.681
2607494542,331638832,18.919
2607494543,331638836,8.988
2607494544,331638820,10.838
2607494545,331638821,8.328
2607494546,331638827,5.923
2607494547,331638828,8.932
2612147257,4383459657,10.268
2612147258,1553541260,8.496
2612147258,1553541131,4.131
2612147259,2612147268,80.139
2612147260,2612147257,23.466
2612147261,2612147266,37.84
2612147263,4419503995,40.865
2612147265,2612147279,96.255
2612147266,2612147272,41.632
2612147267,2612147260,47.147
2612147268,2612147276,78.641
2612147272,2612147277,36.441
2612147273,2612147263,77.973
2612147275,2612147267,57.962
2612147276,2612147286,59.483
2612147277,2612147282,39.456
2612147279,2612147287,78.244
2612147280,2612147273,48.854
2612147281,2612147275,41.264
2612147282,2612147283,24.553
2612147283,2612147286,8.52
2612147284,2612147281,35.763
2612147286,2612147289,42.577
2612147287,26069801,85.658
2612147288,2612147284,35.788
2612147289,2612147294,54.279
2612147293,2612147288,60.619
2612147293,3340172732,16.904
2612147294,2612147298,17.703
2612147294,2612147299,51.116
2612147295,2612147293,9.503
2612147295,441675607,41.884
2612147297,3340172732,29.05
2612147298,2612147300,45.553
2612147299,2612147306,32.98
2612147300,2612147305,34.252
2612147301,2612147297,55.323
2612147303,441675606,50.703
2612147304,2612147303,25.654
2612147305,2612147313,68.914
2612147306,2612147309,25.128
2612147308,2612147301,48.43
2612147309,2612147315,48.372
2612147310,2612147304,30.59
2612147312,2612147303,58.414
2612147313,1553541184,28.805
2612147314,4413547928,45.135
2612147315,2612147325,82.775
2612147316,2612147308,42.018
2612147317,2612147310,34.477
2612147320,3669625019,47.718
2612147322,2612147316,53.21
2612147323,4413547929,23.992
2612147325,441675650,119.622
2612147326,2612147322,60.958
2612147327,2612147326,30.262
2612147327,441675605,48.347
2612147332,1151731514,13.65
2612147333,4413547955,17.424
2612147334,4413547961,11.257
2612147335,2612147334,24.976
2612147336,3331477036,17.994
2612147338,26069796,26.705
2612147339,1188790107,19.966
2612147342,4413547981,43.175
2612147344,4413547982,19.052
2612147349,1151731579,49.274
2612147350,4413559955,50.046
2612147350,4413559957,28.909
2617189617,4421632706,16.286
2617189617,1514959456,29.226
2617452439,2773378688,37.397
2617452439,5843792903,56.883
2617655246,7462484381,14.33
2617655301,4442281886,41.372
2617655301,2270099666,4.328
2617871629,2773378673,53.489
2617871629,2773378646,105.013
2617871629,2773378679,21.28
2617871632,2270099708,23.5
2617871632,2773378679,50.639
2617871843,441709106,103.689
2617871843,441709049,8.106
2620468215,4153548985,65.361
2620468215,2620468216,30.66
2620468216,2620468217,52.716
2620468216,2620468215,30.66
2620468217,2620468220,13.488
2620468217,2620468216,52.716
2620468218,2621319732,30.563
2620468218,2620468220,28.19
2620468219,2621319732,111.592
2620468219,3063641210,36.143
2620468220,2620468218,28.19
2620468220,2620468217,13.488
2620468220,2621319730,14.848
2620468221,2621319724,12.581
2620468221,2621319726,11.921
2620468221,2621331147,10.509
2620469342,2621319725,10.62
2620845771,2621331154,2.646
2620845771,2620850075,13.673
2620845771,2620850077,4.55
2620850061,2620468215,32.339
2620850061,2620850064,13.123
2620850064,2620850066,6.806
2620850064,2620850061,13.123
2620850066,2620850069,15.822
2620850066,2620850064,6.806
2620850069,2620850071,16.686
2620850069,2620850066,15.822
2620850071,2620850073,20.611
2620850071,2620850069,16.686
2620850073,2620850075,21.186
2620850073,2620850071,20.611
2620850075,2620845771,13.673
2620850075,2620850073,21.186
2620850077,2620850079,6.167
2620850077,2620845771,4.55
2620850079,2620850081,8.5
2620850079,2620850077,6.167
2620850081,4611179253,3.31
2620850081,2620850079,8.5
2620850083,2620850085,8.853
2620850083,4611179253,2.404
2620850085,2620850087,17.338
2620850085,2620850083,8.853
2620850087,2620850089,19.312
2620850087,2620850085,17.338
2620850089,2621331146,25.809
2620850089,2620850087,19.312
2620850091,2621331146,12.371
2620850095,4611179261,32.227
2620850095,5578610009,44.872
2621319722,2621319725,10.67
2621319722,2621319724,9.252
2621319724,2621319722,9.252
2621319724,2620468221,12.581
2621319725,2620469342,10.62
2621319725,2621319722,10.67
2621319726,2620468221,11.921
2621319726,2621319727,7.549
2621319727,2621319726,7.549
2621319727,2621319728,21.925
2621319728,2621319727,21.925
2621319728,2621319729,30.469
2621319729,2621319728,30.469
2621319729,2621319730,12.644
2621319730,2621319729,12.644
2621319730,2620468220,14.848
2621319732,2620468219,111.592
2621319732,2620468218,30.563
2621331146,2620850091,12.371
2621331146,2620850089,25.809
2621331147,2621331148,9.176
2621331147,2620468221,10.509
2621331148,2621331149,2.962
2621331148,2621331147,9.176
2621331149,2621331151,10.74
2621331149,2621331148,2.962
2621331150,2621331151,10.31
2621331151,2621331150,10.31
2621331151,2621331149,10.74
2621331152,2621331155,5.45
2621331154,2621331155,11.07
2621331154,2620845771,2.646
2621331155,2621331152,5.45
2621331155,2621331154,11.07
2624965726,7224393854,5.684
2624965726,1523225313,10.434
2625226908,7224448692,39.758
2625226936,2625226908,65.845
2625226958,321706137,70.174
2625226958,2348039030,26.214
2625683947,1404603350,13.591
2625683948,2625683947,9.862
2625683949,2625683948,9.734
2625683951,2625683949,11.855
2625683952,2625683951,24.025
2625683954,1747620912,53.064
2625683956,4419503584,30.023
2625683963,1747621095,72.754
2625683964,314947109,159.337
2626014457,2485105329,14.753
2626014457,2485105332,16.018
2626014458,2626014459,113.704
2626014458,4421721231,36.679
2626014459,2626014460,56.381
2626014459,2626014458,113.704
2626014460,1747621104,56.424
2626014460,2626014459,56.381
2626014461,1747621103,14.309
2626014461,1747621104,12.247
2626014465,4398474357,82.257
2626014465,4421640953,65.953
2626014475,2626014479,37.984
2626014475,3615165891,10.562
2626014479,2626014481,87.773
2626014479,2626014475,37.984
2626014479,3659672751,59.882
2626014481,2626014479,87.773
2626014481,1747621115,59.75
2626014481,3659672752,82.591
2626014485,665074302,37.179
2626014485,4421576988,46.766
2626123939,1859239459,12.323
2626123943,1859239455,14.292
2626123947,4421797291,17.755
2626124054,1737256476,32.272
2626124406,7488390643,9.835
2626124406,7488390676,3.244
2626385800,2626385801,18.329
2626385801,325668327,27.736
2626385805,1307159515,70.867
2626385805,2626385806,49.922
2626385806,2626385805,49.922
2626385806,2270099669,115.741
2626385826,2968360082,37.398
2626385826,4421568680,31.293
2626385826,2877225055,67.124
2626385834,4421568681,57.654
2626385834,26069904,35.145
2626385834,26069905,9.721
2626385843,2626385852,46.081
2626385843,2968360088,2.718
2626385852,4445994207,0.38
2626385852,2626385843,46.081
2626385853,2877167949,37.54
2626385853,1723026423,81.651
2626385853,2968360086,71.896
2626385902,2626385906,16.608
2626385902,1747621104,82.925
2626385906,2626385917,42.66
2626385906,2626385902,16.608
2626385917,4421639931,10.908
2626385917,2626385906,42.66
2626385927,2626385932,12.935
2626385927,4421639931,10.055
2626385932,2626385927,12.935
2626385963,4421631884,71.338
2626385963,8002619548,76.377
2626912593,665074287,18.25
2626912593,4973553184,20.382
2626912594,7281980186,44.267
2626912594,2270099663,5.159
2626912597,2270099663,5.131
2626912597,2626912604,13.779
2626912604,2626912597,13.779
2626912604,5445370023,22.253
2626912626,1553541390,6.847
2626912626,2626912627,11.412
2626912627,2626912626,11.412
2626912627,1553541399,9.57
2626912628,1553541416,8.822
2626912628,1553541415,7.675
2626912629,4421667263,32.018
2626912629,4448346623,6.25
2626912630,665074291,6.622
2626912630,2270233777,113.103
2626912634,1755241758,12.228
2626912634,1755241756,13.047
2626912638,2270233786,21.209
2626912638,2270233784,23.363
2626912643,2270233789,16.868
2626912643,2270233787,18.795
2626912644,1755241777,162.773
2626912645,2626912646,7.442
2626912645,1755241761,9.643
2626912646,2626912647,8.601
2626912646,2626912645,7.442
2626912647,1755241768,11.834
2626912647,2626912646,8.601
2626912648,2626912649,8.993
2626912648,1755241768,11.934
2626912649,1755241771,14.748
2626912649,2626912648,8.993
2626912650,5267860660,15.665
2626912650,1755241777,10.627
2627037347,2625226936,119.828
2627285211,2228636055,10.652
2627285211,8263963822,15.605
2627285230,2228629645,5.742
2627285230,2228633270,5.858
2627285231,2228633270,5.855
2627285231,2228623644,5.859
2627285237,2228629639,5.864
2627285237,2228629645,5.998
2627285238,2228623644,5.855
2627285238,2228629639,5.862
2627285261,2211118446,5.6
2627285262,2627285268,23.356
2627285267,2717245782,32.645
2627285267,2717245784,53.176
2627285268,2211118449,7.433
2627285275,2717245782,34.892
2627285275,2717245785,52.928
2627285278,2717245784,12.457
2627285278,4096409455,81.419
2627285278,5572686623,32.539
2627285284,2228596551,115.027
2627360694,3089185920,13.608
2627360694,2627360697,30.809
2627360697,2627360694,30.809
2627360697,4432478657,46.664
2627360712,4432478657,51.277
2627360712,3043276534,91.619
2627360729,3043276534,51.811
2627360729,3024527954,272.26
2627360740,4421531549,28.394
2627360740,2627360741,55.247
2627360741,1756262907,15.523
2627360741,420456515,26.739
2627360741,2627360740,55.247
2627360762,410456348,11.047
2627360762,4096409455,165.586
2627360814,2627360816,17.318
2627360814,2627360818,32.586
2627360816,2627360837,40.079
2627360816,2627360814,17.318
2627360818,2627360814,32.586
2627360818,4448378136,21.72
2627360832,1964054287,84.848
2627360832,1964054291,7.911
2627360832,2627360839,14.74
2627360837,2627360864,116.284
2627360837,2627360816,40.079
2627360839,2627360832,14.74
2627360839,2270099647,18.917
2627360839,2270099646,13.332
2627360864,6437941615,28.351
2627360864,2627360837,116.284
2627360875,2627360887,19.202
2627360875,6437941615,12.001
2627360887,1099409230,15.85
2627360887,2627360875,19.202
2627476348,2627476354,110.918
2627476348,2627476350,42.521
2627476350,2627476353,44.515
2627476350,2627476348,42.521
2627476353,2627476356,88.618
2627476353,1964054262,9.842
2627476353,2627476350,44.515
2627476354,2627476348,110.918
2627476354,2627476355,23.691
2627476355,2627476354,23.691
2627476355,8263963817,1.856
2627476356,8263963817,6.733
2627476356,426882161,67.398
2627476356,2627476353,88.618
2627476408,4421598136,15.29
2627476408,2270099640,10.28
2627476408,2627476411,14.408
2627476411,2627476408,14.408
2627476411,2627476413,16.706
2627476413,2627476411,16.706
2627476413,2627476414,8.753
2627476414,1099409358,63.791
2627476414,1099409475,62.644
2627476414,2627476413,8.753
2627476417,415647757,155.956
2627476417,1099409358,53.041
2627922765,1370835710,25.158
2627922765,4413453016,33.433
2627922769,4413453016,33.718
2627922769,924213382,28.586
2627922771,2627922773,28.408
2627922772,1985391129,95.526
2627922773,2627922772,30.649
2627922773,2627922774,32.678
2627922774,4446306570,25.19
2627922774,2627922773,32.678
2627922794,2627922795,19.306
2627922794,2627922796,14.019
2627922795,2627922798,7.733
2627922795,2627922794,19.306
2627922796,2627922794,14.019
2627922796,2178222018,71.574
2627922798,4401772724,17.869
2627922798,2627922795,7.733
2627922799,2772961388,91.702
2627922799,1076646374,18.79
2627922861,2773240572,38.667
2627922861,2627922894,125.375
2627922880,1076646156,144.557
2627922880,2627922891,57.941
2627922891,2627922880,57.941
2627922891,2990473165,25.641
2627922894,2627922861,125.375
2627922894,2772861037,46.799
2627922908,4421774484,46.397
2627922908,1084310717,77.908
2627922910,2772861037,13.255
2627922910,665074280,8.956
2627922917,665074280,65.79
2627922917,2627922922,10.065
2627922922,2627922917,10.065
2627922922,2627922949,153.116
2627922949,2627922922,153.116
2627922949,665074279,20.635
2628010754,1101582778,46.76
2628010754,1101582165,20.332
2628010826,1554230225,29.975
2628010826,1987064863,41.814
2628010851,361552960,16.134
2628010851,1101582347,39.589
2628010869,361552964,31.718
2628010869,361552960,3.643
2628011042,1554230272,47.568
2628482167,1101582285,19.969
2628482167,1101582671,17.371
2628529103,2271410271,55.503
2628529103,2270173266,71.965
2628540297,321706311,13.331
2628540297,1721819423,128.151
2628540300,2628540302,39.322
2628540300,321706311,19.174
2628540302,429592652,56.655
2628540302,2628540300,39.322
2630761950,2385316008,21.513
2630761950,321706395,50.395
2630761964,321706395,124.295
2630761964,2136829829,33.438
2630762006,3355707768,16.798
2630762006,1188790294,24.891
2630762006,2385316021,272.525
2630764811,1079387274,170.59
2630764824,2630764811,17.16
2630768202,2630768215,36.498
2630768202,1103039778,32.249
2630768206,1127494301,86.605
2630768208,2630768215,19.583
2630768208,2905752629,47.059
2630768208,2905752624,30.543
2630768209,2630768214,20.739
2630768209,2630769411,27.868
2630768209,1103039706,31.669
2630768209,1103039602,1.7
2630768210,1079387236,37.206
2630768210,2630768229,17.58
2630768214,2630768229,11.113
2630768214,2630768209,20.739
2630768214,4421575035,30.122
2630768214,1103039611,9.682
2630768215,2630768208,19.583
2630768215,2630768202,36.498
2630768229,2630768210,17.58
2630768229,2630768214,11.113
2630769401,2630769407,32.203
2630769401,7721501222,26.668
2630769401,7721501220,76.398
2630769407,2630769413,31.845
2630769407,2630769401,32.203
2630769411,2630768209,27.868
2630769411,2630769412,31.689
2630769412,2630769411,31.689
2630769412,1103039634,19.129
2630769413,1103039634,25.769
2630769413,2630769407,31.845
2630771873,1307159388,104.245
2630771873,1307159555,24.484
2630771876,2309748769,65.941
2630771876,2399106397,35.966
2630780142,556220618,53.645
2630780142,1101582480,116.886
2631338128,1984416740,6.405
2633675336,441709028,5.53
2633675336,441708941,176.267
2633675337,1307159577,29.664
2633675337,26069905,126.287
2633675380,441708995,81.764
2633675380,3335321862,71.724
2633675386,7798135085,80.938
2633675386,3335321869,81.409
2658717981,1736375437,9.285
2658717981,4421796480,17.003
2658717987,1070862800,41.088
2658717987,5365901202,8.85
2661456111,4421623987,4.149
2661456111,3659672751,19.964
2661456112,2661456115,58.046
2661456112,4421623987,3.746
2661456115,4421623992,17.485
2661456115,2661456112,58.046
2661456116,4421623992,5.815
2661456116,4421623997,18.781
2661456118,4421623997,12.797
2661456118,4421629024,16.352
2661456119,4421629025,23.992
2661456119,4421629024,21.037
2661456120,2661456121,38.003
2661456120,4421629025,27.08
2661456121,4421624006,19.142
2661456121,2661456120,38.003
2661456123,4421629026,27.733
2661456123,4421624006,11.337
2661456124,4421629028,18.407
2661456124,4421629027,19.998
2661456126,2661456129,62.464
2661456126,4421629028,18.958
2661456129,2661456135,45.214
2661456129,2661456126,62.464
2661456135,2661456138,12.099
2661456135,2661456129,45.214
2661456138,2661456169,43.99
2661456138,2661456135,12.099
2661456139,2661456146,6.917
2661456139,2661456143,6.374
2661456143,2661456139,6.374
2661456143,2661456145,8.447
2661456145,2661456143,8.447
2661456145,2661456149,7.468
2661456146,4421616626,18.923
2661456146,2661456139,6.917
2661456149,2661456145,7.468
2661456149,2661456158,8.836
2661456158,2661456149,8.836
2661456158,4421616627,8.222
2661456163,4421616627,6.346
2661456163,2661456185,17.193
2661456169,2661456175,4.915
2661456169,2661456138,43.99
2661456171,2661456200,21.73
2661456171,4421616626,23.855
2661456175,2661456179,6.1
2661456175,2661456169,4.915
2661456179,2661456180,7.928
2661456179,2661456175,6.1
2661456180,2661456185,80.786
2661456180,2661456179,7.928
2661456185,2661456163,17.193
2661456185,2661456180,80.786
2661456200,2661456214,17.332
2661456200,2661456171,21.73
2661456214,2661456225,13.591
2661456214,2661456200,17.332
2661456225,2661456233,8.43
2661456225,2661456214,13.591
2661456233,2661456237,10.259
2661456233,2661456225,8.43
2661456237,2661456238,6.384
2661456237,2661456233,10.259
2661456238,2661456237,6.384
2661456238,4450508841,13.049
2661456239,2661456241,24.95
2661456239,4450508842,10.709
2661456241,2661456242,19.017
2661456241,2661456239,24.95
2661456242,2661456241,19.017
2661456242,2661456243,16.271
2661456243,4421593179,3.192
2661456243,2661456242,16.271
2661456244,2661456245,6.213
2661456244,4421593179,3.571
2661456245,2661456246,12.222
2661456245,2661456244,6.213
2661456246,2661456247,25.096
2661456246,2661456245,12.222
2661456247,2661456248,32.002
2661456247,2661456246,25.096
2661456248,3335279417,10.564
2661456248,2661456247,32.002
2661456248,316451908,16.385
2664380539,2664380543,12.346
2664380539,1475714720,105.97
2664380540,1632848899,30.774
2664380540,1476163185,17.948
2664380543,1476163281,15.364
2664380543,2664380539,12.346
2666699767,1068801547,88.043
2666699767,1068801523,93.935
2671598053,1953248253,26.567
2671598053,2337126693,15.249
2676881431,3664678578,9.904
2693780955,1987108119,9.243
2693780955,424652441,6.113
2693780956,1987108106,7.443
2693780956,1987108108,7.587
2693780957,1987108092,9.325
2693780957,1987108090,7.365
2693780960,3255248421,26.153
2693780960,3255215315,59.991
2693780962,2693780963,70.606
2693780962,26059325,24.464
2693780963,3255215332,10.815
2693780963,2693780962,70.606
2701409824,1737223351,20.091
2701409824,1737223406,68.976
2702120870,1858656684,20.008
2713477681,1747621106,171.412
2713481976,1188790360,11.635
2713481977,4413547958,11.141
2713481978,1188790266,20.541
2713481979,1188790191,20.804
2713560813,2713560814,16.619
2713560813,1986435832,14.674
2713560814,2713560813,16.619
2713560814,2713560815,12.223
2713560815,2713560816,13.378
2713560815,2713560814,12.223
2713560816,2713560817,12.07
2713560816,2713560815,13.378
2713560817,2713560818,13.7
2713560817,2713560816,12.07
2713560818,2713560817,13.7
2713560818,2713560820,21.17
2713560820,2713560821,20.295
2713560820,2713560818,21.17
2713560821,2713560822,19.114
2713560821,2713560820,20.295
2713560822,2713560823,18.955
2713560822,2713560821,19.114
2713560823,2713560824,22.178
2713560823,2713560822,18.955
2713560824,2713560825,16.555
2713560824,2713560823,22.178
2713560825,2713560826,23.866
2713560825,2713560824,16.555
2713560826,2713560827,17.763
2713560826,2713560825,23.866
2713560827,2713560828,16.852
2713560827,2713560826,17.763
2713560828,2713560829,15.478
2713560828,2713560827,16.852
2713560829,2713560830,13.684
2713560829,2713560828,15.478
2713560830,2713560831,16.927
2713560830,2713560829,13.684
2713560831,2713560832,13.287
2713560831,2713560830,16.927
2713560832,2713560833,20.933
2713560832,2713560831,13.287
2713560833,2713560834,14.866
2713560833,2713560832,20.933
2713560834,2713560835,13.71
2713560834,2713560833,14.866
2713560835,2713560836,14.475
2713560835,2713560834,13.71
2713560836,2713560835,14.475
2713560836,2713560837,21.831
2713560837,2713560838,17.146
2713560837,2713560836,21.831
2713560838,2713560837,17.146
2713560838,1986435980,22.541
2713560838,3864624467,32.285
2713562719,1986435810,136.04
2713562719,4052307703,38.03
2713562719,2713562720,19.142
2713562720,2713562721,14.09
2713562720,2713562719,19.142
2713562721,4052307701,6.608
2713562721,2713562720,14.09
2713562724,2713562725,23.143
2713562724,4052307702,41.467
2713562725,3864624476,11.463
2713562725,3864624458,14.86
2713562725,2713562724,23.143
2713562726,3864624474,8.149
2713562726,3864624475,8.972
2713562727,3864624477,6.252
2713562727,3864624474,8.516
2713562728,2713562729,12.932
2713562728,3864624473,10.121
2713562729,2713562728,12.932
2713562729,3864624479,15.443
2713562729,3864624478,8.464
2716567760,4448380453,40.523
2716567760,4429496707,32.41
2717245782,2627285275,34.892
2717245782,2627285267,32.645
2717245782,2717245783,52.833
2717245783,5572686623,12.169
2717245783,2717245782,52.833
2717245784,2627285267,53.176
2717245784,2627285278,12.457
2717245785,5572686624,11.432
2717245785,2627285275,52.928
2726738884,2726738885,124.61
2726738884,3218814938,81.358
2726738885,321706397,95.063
2726738885,2726738884,124.61
2735820814,2735820815,37.105
2735820814,5575129618,51.778
2735820814,420456508,74.846
2735820815,2735820814,37.105
2761345314,2534921818,25.784
2761345314,2761345324,77.013
2761345324,2761345314,77.013
2761345324,313164076,30.411
2761345326,313164076,39.984
2761345326,3951197837,21.275
2761345328,26059491,13.669
2761484987,2320725514,8.378
2761484987,1163353684,10.238
2772861037,2627922894,46.799
2772861037,2627922910,13.255
2772865050,2990473164,25.414
2772865050,4421774484,50.712
2772865052,316622632,121.27
2772865052,2990473165,28.996
2772865052,2990473164,26.392
2772885688,331685115,9.894
2772886017,4421633526,6.95
2772886017,431411924,8.228
2772961385,2772961388,135.694
2772961385,4413453017,67.64
2772961385,7008518350,44.696
2772961388,2772961385,135.694
2772961388,924213382,134.976
2772961388,2627922799,91.702
2772961391,2772961394,13.416
2772961391,2178222073,16.116
2772961394,2772961397,11.336
2772961394,2772961391,13.416
2772961397,2772961430,12.159
2772961397,2772961394,11.336
2772961400,8156747471,7.166
2772961400,2772961430,12.066
2772961430,2772961400,12.066
2772961430,2772961397,12.159
2772961511,6521327083,77.65
2772961516,8156791203,3.932
2772961519,2772961522,64.524
2772961522,4413564241,157.194
2772961527,1076646306,20.677
2772961532,8156747474,7.511
2772961532,6521327083,8.379
2772961532,6521327084,18.646
2772961589,8294540602,7.212
2772961589,8294540600,12.098
2772961592,8294540601,156.638
2772961592,1565297293,172.659
2772961592,4382229576,15.125
2772961592,6954500094,45.066
2773047927,3724530219,148.227
2773047934,8319454403,76.627
2773047934,1701114713,42.207
2773047934,4409185713,28.931
2773047934,4641463020,44.817
2773047940,1736375511,39.045
2773047940,4451794256,24.064
2773047940,4641463031,9.985
2773104967,3367980113,5.91
2773104967,2518952140,9.911
2773104967,3140118475,27.967
2773104968,1943829075,18.882
2773104968,1943829073,18.284
2773104968,4421574864,57.086
2773104969,3204444361,27.599
2773104969,2773104970,22.54
2773104970,2773104969,22.54
2773104970,4421547604,15.894
2773104971,2773104973,33.303
2773104971,3204444218,14.641
2773104972,3204444218,34.151
2773104972,3140118470,74.436
2773104973,4421547604,19.738
2773104973,2773104971,33.303
2773104974,4421574859,8.338
2773104974,3204444361,28.341
2773104975,3204444260,13.002
2773104975,4421574859,7.775
2773104976,2773105042,33.201
2773104976,4421574860,13.866
2773104977,4421574863,11.981
2773104977,4421574862,11.546
2773104984,4421574862,60.118
2773104984,4421574861,24.758
2773104987,1943829031,12.789
2773104987,2773104989,22.445
2773104989,2773104987,22.445
2773104989,2773104992,24.561
2773104992,2773104989,24.561
2773104992,2773104994,20.241
2773104994,2773104992,20.241
2773104994,2773104996,20.796
2773104996,2773104994,20.796
2773104996,2773105002,14.947
2773104998,2773105002,10.229
2773104998,2773105000,34.703
2773105000,2773104998,34.703
2773105000,2773105014,11.319
2773105002,2773104996,14.947
2773105002,2773104998,10.229
2773105004,2773105006,13.158
2773105004,1943829006,11.19
2773105006,2773105008,15.235
2773105006,2773105004,13.158
2773105008,2773105010,19.003
2773105008,2773105006,15.235
2773105010,2773105012,32.181
2773105010,2773105008,19.003
2773105012,2773105014,13.647
2773105012,2773105010,32.181
2773105014,2773105000,11.319
2773105014,2773105012,13.647
2773105016,1943829064,9.085
2773105016,1943829068,13.16
2773105018,2773105020,19.169
2773105018,1943829026,15.368
2773105020,2773105024,22.967
2773105020,2773105018,19.169
2773105022,1943829006,15.301
2773105022,2773105024,15.919
2773105024,2773105022,15.919
2773105024,2773105020,22.967
2773105026,4421576627,11.573
2773105026,4421576626,19.212
2773105028,4421576626,17.745
2773105028,4421576624,83.729
2773105030,1943829071,27.081
2773105030,4421576627,16.442
2773105032,1943829068,10.639
2773105032,1943829071,11.918
2773105042,4421574861,26.47
2773105042,2773104976,33.201
2773240569,4451772825,41.862
2773240569,1188790245,36.796
2773240572,2627922861,38.667
2773240572,3485681626,58.222
2773240572,1188790168,60.437
2773378525,2905652622,42.162
2773378646,2617871629,105.013
2773378646,429592649,26.343
2773378648,1514959422,183.463
2773378673,2270099706,26.73
2773378673,2617871629,53.489
2773378675,1514959442,65.29
2773378675,2270099706,35.12
2773378679,2617871632,50.639
2773378679,2617871629,21.28
2773378688,1514959425,22.42
2773378688,2617452439,37.397
2773378699,1076646438,61.387
2773378699,1076646456,21.249
2773378710,1076646220,10.629
2773378710,1076646438,13.21
2773378743,1983226948,6.29
2773378743,1705800177,5.017
2773409878,1523225435,20.717
2773409878,1523225284,15.059
2773409931,1514959444,42.1
2773409931,1514959425,11.94
2781068826,1736375270,74.372
2781068826,6954500119,12.117
2781068826,6977181718,43.749
2782934502,665074276,10.195
2782944424,3665029961,243.759
2782944427,2782944424,95.589
2794304883,1736375454,15.091
2794304883,1736375439,8.224
2812529082,2820814275,44.626
2812529086,2820814279,12.153
2812529086,2820814278,11.163
2812529087,2820814278,5.697
2812529087,3140024945,7.086
2820814260,418575683,44.726
2820814260,4429282926,61.331
2820814261,1729202342,19.266
2820814261,4429282977,16.578
2820814262,418575672,32.011
2820814262,4429282979,152.544
2820814263,4435212906,31.476
2820814263,4435212905,22.416
2820814264,4429282978,29.663
2820814264,4435212906,23.056
2820814265,4435212907,19.324
2820814265,2820814268,23.421
2820814266,418575671,20.036
2820814266,2820814267,16.511
2820814267,2820814266,16.511
2820814267,4435212907,26.324
2820814267,4429282984,10.3
2820814268,2820814265,23.421
2820814268,418575670,26.631
2820814269,2820814270,22.661
2820814269,2820814271,34.931
2820814270,418575670,25.438
2820814270,2820814269,22.661
2820814271,2820814269,34.931
2820814271,1729202349,19.041
2820814272,4429259449,25.933
2820814272,4429259453,22.177
2820814273,4429259458,12.728
2820814273,4458460111,16.387
2820814274,2990317190,14.433
2820814274,418575653,85.994
2820814275,419028629,75.664
2820814276,533550544,84.372
2820814277,26059321,18.394
2820814277,3140024944,22.786
2820814278,2812529086,11.163
2820814278,2812529087,5.697
2820814279,420547123,61.354
2820814279,2812529086,12.153
2826776857,2826776858,28.501
2826776857,3724528906,37.107
2826776858,3375919222,23.786
2826776858,2826776857,28.501
2826776859,3724528906,20.422
2826776859,3724528908,23.389
2826776860,418575654,21.093
2826776860,3724528890,24.251
2826776863,2826776864,28.972
2826776863,418575662,15.325
2826776864,2826776865,38.315
2826776864,2826776863,28.972
2826776865,2826776866,7.858
2826776865,2826776864,38.315
2826776866,2826776867,23.558
2826776866,2826776865,7.858
2826776867,2826776868,13.655
2826776867,2826776866,23.558
2826776868,2826776867,13.655
2826776869,2135622506,23.004
2826776869,2135622496,8.568
2826776869,2826776870,16.704
2826776870,2826776871,34.294
2826776870,2826776869,16.704
